Results of experiments stored in: ./experiments/CartPole-v1_5
Episode: 1, exploration: 0.9942657848626825, score: 54.0
Scores: (min: 9.0, avg: 21.941176470588236, max: 54.0)

Episode: 18, exploration: 0.9130073236506462, score: 22.0
Scores: (min: 9.0, avg: 21.944444444444443, max: 54.0)

Episode: 19, exploration: 0.9043737492522802, score: 38.0
Scores: (min: 9.0, avg: 22.789473684210527, max: 54.0)

Episode: 20, exploration: 0.9012135796155052, score: 14.0
Scores: (min: 9.0, avg: 22.35, max: 54.0)

Episode: 21, exploration: 0.8980644526169551, score: 14.0
Scores: (min: 9.0, avg: 21.952380952380953, max: 54.0)

Episode: 22, exploration: 0.8953739606896107, score: 12.0
Scores: (min: 9.0, avg: 21.5, max: 54.0)

Episode: 23, exploration: 0.8915762225303167, score: 17.0
Scores: (min: 9.0, avg: 21.304347826086957, max: 54.0)

Episode: 24, exploration: 0.8855776012948512, score: 27.0
Scores: (min: 9.0, avg: 21.541666666666668, max: 54.0)

Episode: 25, exploration: 0.8835870430796561, score: 9.0
Scores: (min: 9.0, avg: 21.04, max: 54.0)

Episode: 26, exploration: 0.8665218885790411, score: 78.0
Scores: (min: 9.0, avg: 23.23076923076923, max: 78.0)

Episode: 27, exploration: 0.8572555159330245, score: 43.0
Scores: (min: 9.0, avg: 23.962962962962962, max: 78.0)

Episode: 28, exploration: 0.8432251152060212, score: 66.0
Scores: (min: 9.0, avg: 25.464285714285715, max: 78.0)

Episode: 29, exploration: 0.8404887405382303, score: 13.0
Scores: (min: 9.0, avg: 25.03448275862069, max: 78.0)

Episode: 30, exploration: 0.8306695709960817, score: 47.0
Scores: (min: 9.0, avg: 25.766666666666666, max: 78.0)

Episode: 31, exploration: 0.8263194410435236, score: 21.0
Scores: (min: 9.0, avg: 25.612903225806452, max: 78.0)

Episode: 32, exploration: 0.8219920922680604, score: 21.0
Scores: (min: 9.0, avg: 25.46875, max: 78.0)

Episode: 33, exploration: 0.8127953602171253, score: 45.0
Scores: (min: 9.0, avg: 26.060606060606062, max: 78.0)

Episode: 34, exploration: 0.8047069052031219, score: 40.0
Scores: (min: 9.0, avg: 26.470588235294116, max: 78.0)

Episode: 35, exploration: 0.7988931537089496, score: 29.0
Scores: (min: 9.0, avg: 26.542857142857144, max: 78.0)

Episode: 36, exploration: 0.7917344828005095, score: 36.0
Scores: (min: 9.0, avg: 26.805555555555557, max: 78.0)

Episode: 37, exploration: 0.7881792385037418, score: 18.0
Scores: (min: 9.0, avg: 26.56756756756757, max: 78.0)

Episode: 38, exploration: 0.7756671701174079, score: 64.0
Scores: (min: 9.0, avg: 27.55263157894737, max: 78.0)

Episode: 39, exploration: 0.7691011236169888, score: 34.0
Scores: (min: 9.0, avg: 27.71794871794872, max: 78.0)

Episode: 40, exploration: 0.7641175574801838, score: 26.0
Scores: (min: 9.0, avg: 27.675, max: 78.0)

Episode: 41, exploration: 0.7499220773276628, score: 75.0
Scores: (min: 9.0, avg: 28.829268292682926, max: 78.0)

Episode: 42, exploration: 0.7450627861953908, score: 26.0
Scores: (min: 9.0, avg: 28.761904761904763, max: 78.0)

Episode: 43, exploration: 0.7367267658489475, score: 45.0
Scores: (min: 9.0, avg: 29.13953488372093, max: 78.0)

Episode: 44, exploration: 0.731404149243999, score: 29.0
Scores: (min: 9.0, avg: 29.136363636363637, max: 78.0)

Episode: 45, exploration: 0.7266648492500672, score: 26.0
Scores: (min: 9.0, avg: 29.066666666666666, max: 78.0)

Episode: 46, exploration: 0.7179959051008729, score: 48.0
Scores: (min: 9.0, avg: 29.47826086956522, max: 78.0)

Episode: 47, exploration: 0.7126304108551839, score: 30.0
Scores: (min: 9.0, avg: 29.48936170212766, max: 78.0)

Episode: 48, exploration: 0.7043049705636255, score: 47.0
Scores: (min: 9.0, avg: 29.854166666666668, max: 78.0)

Episode: 49, exploration: 0.7013176535542833, score: 17.0
Scores: (min: 9.0, avg: 29.591836734693878, max: 78.0)

Episode: 50, exploration: 0.695033330975267, score: 36.0
Scores: (min: 9.0, avg: 29.72, max: 78.0)

Episode: 51, exploration: 0.6889775649451476, score: 35.0
Scores: (min: 9.0, avg: 29.823529411764707, max: 78.0)

Episode: 52, exploration: 0.6793978956990638, score: 56.0
Scores: (min: 9.0, avg: 30.326923076923077, max: 78.0)

Episode: 53, exploration: 0.6664429581448554, score: 77.0
Scores: (min: 9.0, avg: 31.20754716981132, max: 78.0)

Episode: 54, exploration: 0.6619590578568817, score: 27.0
Scores: (min: 9.0, avg: 31.12962962962963, max: 78.0)

Episode: 55, exploration: 0.6493366486438608, score: 77.0
Scores: (min: 9.0, avg: 31.963636363636365, max: 78.0)

Episode: 56, exploration: 0.6255909007006728, score: 149.0
Scores: (min: 9.0, avg: 34.05357142857143, max: 149.0)

Episode: 57, exploration: 0.5940361489809333, score: 207.0
Scores: (min: 9.0, avg: 37.08771929824562, max: 207.0)

Episode: 58, exploration: 0.5881246552607418, score: 40.0
Scores: (min: 9.0, avg: 37.13793103448276, max: 207.0)

Episode: 59, exploration: 0.5697427566065945, score: 127.0
Scores: (min: 9.0, avg: 38.66101694915254, max: 207.0)

Episode: 60, exploration: 0.5612593394978439, score: 60.0
Scores: (min: 9.0, avg: 39.016666666666666, max: 207.0)

Episode: 61, exploration: 0.5414109372125103, score: 144.0
Scores: (min: 9.0, avg: 40.73770491803279, max: 207.0)

Episode: 62, exploration: 0.5385756245721467, score: 21.0
Scores: (min: 9.0, avg: 40.41935483870968, max: 207.0)

Episode: 63, exploration: 0.5128184050872331, score: 196.0
Scores: (min: 9.0, avg: 42.888888888888886, max: 207.0)

Episode: 64, exploration: 0.49147765856202225, score: 170.0
Scores: (min: 9.0, avg: 44.875, max: 207.0)

Episode: 65, exploration: 0.4710249992383146, score: 170.0
Scores: (min: 9.0, avg: 46.8, max: 207.0)

Episode: 66, exploration: 0.4498460524600183, score: 184.0
Scores: (min: 9.0, avg: 48.878787878787875, max: 207.0)

Episode: 67, exploration: 0.4268355691020301, score: 210.0
Scores: (min: 9.0, avg: 51.28358208955224, max: 210.0)

Episode: 68, exploration: 0.399470760529589, score: 265.0
Scores: (min: 9.0, avg: 54.4264705882353, max: 265.0)

Episode: 69, exploration: 0.37884757456547946, score: 212.0
Scores: (min: 9.0, avg: 56.710144927536234, max: 265.0)

Episode: 70, exploration: 0.35606959202636346, score: 248.0
Scores: (min: 9.0, avg: 59.44285714285714, max: 265.0)

Episode: 71, exploration: 0.34753770517259336, score: 97.0
Scores: (min: 9.0, avg: 59.971830985915496, max: 265.0)

Episode: 72, exploration: 0.3319111830703606, score: 184.0
Scores: (min: 9.0, avg: 61.69444444444444, max: 265.0)

Episode: 73, exploration: 0.3125798357672959, score: 240.0
Scores: (min: 9.0, avg: 64.13698630136986, max: 265.0)

Episode: 74, exploration: 0.29400661099913644, score: 245.0
Scores: (min: 9.0, avg: 66.58108108108108, max: 265.0)

Episode: 75, exploration: 0.2784797849004293, score: 217.0
Scores: (min: 9.0, avg: 68.58666666666667, max: 265.0)

Episode: 76, exploration: 0.267759868028129, score: 157.0
Scores: (min: 9.0, avg: 69.75, max: 265.0)

Episode: 77, exploration: 0.25495433176656734, score: 196.0
Scores: (min: 9.0, avg: 71.3896103896104, max: 265.0)

Episode: 78, exploration: 0.24618420641432426, score: 140.0
Scores: (min: 9.0, avg: 72.26923076923077, max: 265.0)

Episode: 79, exploration: 0.23120903557038716, score: 251.0
Scores: (min: 9.0, avg: 74.53164556962025, max: 265.0)

Episode: 80, exploration: 0.21736207189986742, score: 247.0
Scores: (min: 9.0, avg: 76.6875, max: 265.0)

Episode: 81, exploration: 0.20562570673610361, score: 222.0
Scores: (min: 9.0, avg: 78.48148148148148, max: 265.0)

Episode: 82, exploration: 0.1938917887619912, score: 235.0
Scores: (min: 9.0, avg: 80.39024390243902, max: 265.0)

Episode: 83, exploration: 0.1777786732653237, score: 347.0
Scores: (min: 9.0, avg: 83.60240963855422, max: 347.0)

Episode: 84, exploration: 0.17008253782185656, score: 177.0
Scores: (min: 9.0, avg: 84.71428571428571, max: 347.0)

Episode: 85, exploration: 0.15712221278632846, score: 317.0
Scores: (min: 9.0, avg: 87.44705882352942, max: 347.0)

Episode: 86, exploration: 0.14837854880896048, score: 229.0
Scores: (min: 9.0, avg: 89.09302325581395, max: 347.0)

Episode: 87, exploration: 0.14598658572502177, score: 65.0
Scores: (min: 9.0, avg: 88.816091954023, max: 347.0)

Episode: 88, exploration: 0.13652481083889922, score: 268.0
Scores: (min: 9.0, avg: 90.85227272727273, max: 347.0)

Episode: 89, exploration: 0.12719832941261877, score: 283.0
Scores: (min: 9.0, avg: 93.01123595505618, max: 347.0)

Episode: 90, exploration: 0.12172227512941192, score: 176.0
Scores: (min: 9.0, avg: 93.93333333333334, max: 347.0)

Episode: 91, exploration: 0.12, score: 405.0
Scores: (min: 9.0, avg: 97.35164835164835, max: 405.0)

Episode: 92, exploration: 0.12, score: 276.0
Scores: (min: 9.0, avg: 99.29347826086956, max: 405.0)

Episode: 93, exploration: 0.12, score: 267.0
Scores: (min: 9.0, avg: 101.09677419354838, max: 405.0)

Episode: 94, exploration: 0.12, score: 195.0
Scores: (min: 9.0, avg: 102.09574468085107, max: 405.0)

Episode: 95, exploration: 0.12, score: 213.0
Scores: (min: 9.0, avg: 103.26315789473684, max: 405.0)

Episode: 96, exploration: 0.12, score: 346.0
Scores: (min: 9.0, avg: 105.79166666666667, max: 405.0)

Episode: 97, exploration: 0.12, score: 259.0
Scores: (min: 9.0, avg: 107.37113402061856, max: 405.0)

Episode: 98, exploration: 0.12, score: 200.0
Scores: (min: 9.0, avg: 108.31632653061224, max: 405.0)

Episode: 99, exploration: 0.12, score: 194.0
Scores: (min: 9.0, avg: 109.18181818181819, max: 405.0)

Episode: 100, exploration: 0.12, score: 193.0
Scores: (min: 9.0, avg: 110.02, max: 405.0)

Episode: 101, exploration: 0.12, score: 317.0
Scores: (min: 9.0, avg: 112.65, max: 405.0)

Episode: 102, exploration: 0.12, score: 109.0
Scores: (min: 9.0, avg: 113.44, max: 405.0)

Episode: 103, exploration: 0.12, score: 286.0
Scores: (min: 9.0, avg: 116.08, max: 405.0)

Episode: 104, exploration: 0.12, score: 240.0
Scores: (min: 9.0, avg: 118.36, max: 405.0)

Episode: 105, exploration: 0.12, score: 228.0
Scores: (min: 9.0, avg: 120.4, max: 405.0)

Episode: 106, exploration: 0.12, score: 269.0
Scores: (min: 9.0, avg: 122.95, max: 405.0)

Episode: 107, exploration: 0.12, score: 411.0
Scores: (min: 9.0, avg: 126.76, max: 411.0)

Episode: 108, exploration: 0.12, score: 216.0
Scores: (min: 9.0, avg: 128.77, max: 411.0)

Episode: 109, exploration: 0.12, score: 200.0
Scores: (min: 9.0, avg: 130.63, max: 411.0)

Episode: 110, exploration: 0.12, score: 146.0
Scores: (min: 9.0, avg: 131.98, max: 411.0)

Episode: 111, exploration: 0.12, score: 324.0
Scores: (min: 9.0, avg: 135.06, max: 411.0)

Episode: 112, exploration: 0.12, score: 166.0
Scores: (min: 9.0, avg: 136.46, max: 411.0)

Episode: 113, exploration: 0.12, score: 179.0
Scores: (min: 9.0, avg: 138.01, max: 411.0)

Episode: 114, exploration: 0.12, score: 165.0
Scores: (min: 9.0, avg: 139.57, max: 411.0)

Episode: 115, exploration: 0.12, score: 159.0
Scores: (min: 9.0, avg: 141.0, max: 411.0)

Episode: 116, exploration: 0.12, score: 201.0
Scores: (min: 9.0, avg: 142.63, max: 411.0)

Episode: 117, exploration: 0.12, score: 225.0
Scores: (min: 9.0, avg: 144.7, max: 411.0)

Episode: 118, exploration: 0.12, score: 152.0
Scores: (min: 9.0, avg: 146.0, max: 411.0)

Episode: 119, exploration: 0.12, score: 216.0
Scores: (min: 9.0, avg: 147.78, max: 411.0)

Episode: 120, exploration: 0.12, score: 202.0
Scores: (min: 9.0, avg: 149.66, max: 411.0)

Episode: 121, exploration: 0.12, score: 230.0
Scores: (min: 9.0, avg: 151.82, max: 411.0)

Episode: 122, exploration: 0.12, score: 177.0
Scores: (min: 9.0, avg: 153.47, max: 411.0)

Episode: 123, exploration: 0.12, score: 167.0
Scores: (min: 9.0, avg: 154.97, max: 411.0)

Episode: 124, exploration: 0.12, score: 264.0
Scores: (min: 9.0, avg: 157.34, max: 411.0)

Episode: 125, exploration: 0.12, score: 180.0
Scores: (min: 13.0, avg: 159.05, max: 411.0)

Episode: 126, exploration: 0.12, score: 426.0
Scores: (min: 13.0, avg: 162.53, max: 426.0)

Best model replaced
Episode: 127, exploration: 0.12, score: 113.0
Scores: (min: 13.0, avg: 163.23, max: 426.0)

Episode: 128, exploration: 0.12, score: 150.0
Scores: (min: 13.0, avg: 164.07, max: 426.0)

Episode: 129, exploration: 0.12, score: 151.0
Scores: (min: 17.0, avg: 165.45, max: 426.0)

Episode: 130, exploration: 0.12, score: 196.0
Scores: (min: 17.0, avg: 166.94, max: 426.0)

Episode: 131, exploration: 0.12, score: 162.0
Scores: (min: 17.0, avg: 168.35, max: 426.0)

Episode: 132, exploration: 0.12, score: 156.0
Scores: (min: 17.0, avg: 169.7, max: 426.0)

Episode: 133, exploration: 0.12, score: 172.0
Scores: (min: 17.0, avg: 170.97, max: 426.0)

Episode: 134, exploration: 0.12, score: 30.0
Scores: (min: 17.0, avg: 170.87, max: 426.0)

Episode: 135, exploration: 0.12, score: 219.0
Scores: (min: 17.0, avg: 172.77, max: 426.0)

Episode: 136, exploration: 0.12, score: 246.0
Scores: (min: 17.0, avg: 174.87, max: 426.0)

Episode: 137, exploration: 0.12, score: 170.0
Scores: (min: 17.0, avg: 176.39, max: 426.0)

Episode: 138, exploration: 0.12, score: 165.0
Scores: (min: 17.0, avg: 177.4, max: 426.0)

Episode: 139, exploration: 0.12, score: 157.0
Scores: (min: 17.0, avg: 178.63, max: 426.0)

Episode: 140, exploration: 0.12, score: 163.0
Scores: (min: 17.0, avg: 180.0, max: 426.0)

Episode: 141, exploration: 0.12, score: 183.0
Scores: (min: 17.0, avg: 181.08, max: 426.0)

Episode: 142, exploration: 0.12, score: 40.0
Scores: (min: 17.0, avg: 181.22, max: 426.0)

Episode: 143, exploration: 0.12, score: 182.0
Scores: (min: 17.0, avg: 182.59, max: 426.0)

Episode: 144, exploration: 0.12, score: 284.0
Scores: (min: 17.0, avg: 185.14, max: 426.0)

Episode: 145, exploration: 0.12, score: 182.0
Scores: (min: 17.0, avg: 186.7, max: 426.0)

Episode: 146, exploration: 0.12, score: 234.0
Scores: (min: 17.0, avg: 188.56, max: 426.0)

Episode: 147, exploration: 0.12, score: 156.0
Scores: (min: 17.0, avg: 189.82, max: 426.0)

Episode: 148, exploration: 0.12, score: 175.0
Scores: (min: 17.0, avg: 191.1, max: 426.0)

Episode: 149, exploration: 0.12, score: 144.0
Scores: (min: 21.0, avg: 192.37, max: 426.0)

Episode: 150, exploration: 0.12, score: 202.0
Scores: (min: 21.0, avg: 194.03, max: 426.0)

Episode: 151, exploration: 0.12, score: 204.0
Scores: (min: 21.0, avg: 195.72, max: 426.0)

Episode: 152, exploration: 0.12, score: 197.0
Scores: (min: 21.0, avg: 197.13, max: 426.0)

Episode: 153, exploration: 0.12, score: 130.0
Scores: (min: 21.0, avg: 197.66, max: 426.0)

Episode: 154, exploration: 0.12, score: 185.0
Scores: (min: 21.0, avg: 199.24, max: 426.0)

Episode: 155, exploration: 0.12, score: 120.0
Scores: (min: 21.0, avg: 199.67, max: 426.0)

Episode: 156, exploration: 0.12, score: 139.0
Scores: (min: 21.0, avg: 199.57, max: 426.0)

Episode: 157, exploration: 0.12, score: 194.0
Scores: (min: 21.0, avg: 199.44, max: 426.0)

Episode: 158, exploration: 0.12, score: 177.0
Scores: (min: 21.0, avg: 200.81, max: 426.0)

Episode: 159, exploration: 0.12, score: 179.0
Scores: (min: 21.0, avg: 201.33, max: 426.0)

Episode: 160, exploration: 0.12, score: 183.0
Scores: (min: 21.0, avg: 202.56, max: 426.0)

Episode: 161, exploration: 0.12, score: 170.0
Scores: (min: 21.0, avg: 202.82, max: 426.0)

Episode: 162, exploration: 0.12, score: 220.0
Scores: (min: 30.0, avg: 204.81, max: 426.0)

Episode: 163, exploration: 0.12, score: 193.0
Scores: (min: 30.0, avg: 204.78, max: 426.0)

Episode: 164, exploration: 0.12, score: 193.0
Scores: (min: 30.0, avg: 205.01, max: 426.0)

Episode: 165, exploration: 0.12, score: 190.0
Scores: (min: 30.0, avg: 205.21, max: 426.0)

Episode: 166, exploration: 0.12, score: 272.0
Scores: (min: 30.0, avg: 206.09, max: 426.0)

Episode: 167, exploration: 0.12, score: 213.0
Scores: (min: 30.0, avg: 206.12, max: 426.0)

Episode: 168, exploration: 0.12, score: 182.0
Scores: (min: 30.0, avg: 205.29, max: 426.0)

Episode: 169, exploration: 0.12, score: 236.0
Scores: (min: 30.0, avg: 205.53, max: 426.0)

Episode: 170, exploration: 0.12, score: 190.0
Scores: (min: 30.0, avg: 204.95, max: 426.0)

Episode: 171, exploration: 0.12, score: 70.0
Scores: (min: 30.0, avg: 204.68, max: 426.0)

Episode: 172, exploration: 0.12, score: 226.0
Scores: (min: 30.0, avg: 205.1, max: 426.0)

Episode: 173, exploration: 0.12, score: 229.0
Scores: (min: 30.0, avg: 204.99, max: 426.0)

Episode: 174, exploration: 0.12, score: 186.0
Scores: (min: 30.0, avg: 204.4, max: 426.0)

Episode: 175, exploration: 0.12, score: 140.0
Scores: (min: 30.0, avg: 203.63, max: 426.0)

Episode: 176, exploration: 0.12, score: 151.0
Scores: (min: 30.0, avg: 203.57, max: 426.0)

Episode: 177, exploration: 0.12, score: 173.0
Scores: (min: 30.0, avg: 203.34, max: 426.0)

Episode: 178, exploration: 0.12, score: 287.0
Scores: (min: 30.0, avg: 204.81, max: 426.0)

Episode: 179, exploration: 0.12, score: 206.0
Scores: (min: 30.0, avg: 204.36, max: 426.0)

Episode: 180, exploration: 0.12, score: 165.0
Scores: (min: 30.0, avg: 203.54, max: 426.0)

Episode: 181, exploration: 0.12, score: 155.0
Scores: (min: 30.0, avg: 202.87, max: 426.0)

Episode: 182, exploration: 0.12, score: 141.0
Scores: (min: 30.0, avg: 201.93, max: 426.0)

Episode: 183, exploration: 0.12, score: 216.0
Scores: (min: 30.0, avg: 200.62, max: 426.0)

Episode: 184, exploration: 0.12, score: 168.0
Scores: (min: 30.0, avg: 200.53, max: 426.0)

Episode: 185, exploration: 0.12, score: 294.0
Scores: (min: 30.0, avg: 200.3, max: 426.0)

Episode: 186, exploration: 0.12, score: 127.0
Scores: (min: 30.0, avg: 199.28, max: 426.0)

Episode: 187, exploration: 0.12, score: 242.0
Scores: (min: 30.0, avg: 201.05, max: 426.0)

Episode: 188, exploration: 0.12, score: 146.0
Scores: (min: 30.0, avg: 199.83, max: 426.0)

Episode: 189, exploration: 0.12, score: 162.0
Scores: (min: 30.0, avg: 198.62, max: 426.0)

Episode: 190, exploration: 0.12, score: 178.0
Scores: (min: 30.0, avg: 198.64, max: 426.0)

Episode: 191, exploration: 0.12, score: 183.0
Scores: (min: 30.0, avg: 196.42, max: 426.0)

Episode: 192, exploration: 0.12, score: 196.0
Scores: (min: 30.0, avg: 195.62, max: 426.0)

Episode: 193, exploration: 0.12, score: 175.0
Scores: (min: 30.0, avg: 194.7, max: 426.0)

Episode: 194, exploration: 0.12, score: 142.0
Scores: (min: 30.0, avg: 194.17, max: 426.0)

Episode: 195, exploration: 0.12, score: 267.0
Scores: (min: 30.0, avg: 194.71, max: 426.0)

Episode: 196, exploration: 0.12, score: 175.0
Scores: (min: 30.0, avg: 193.0, max: 426.0)

Episode: 197, exploration: 0.12, score: 140.0
Scores: (min: 30.0, avg: 191.81, max: 426.0)

Episode: 198, exploration: 0.12, score: 198.0
Scores: (min: 30.0, avg: 191.79, max: 426.0)

Episode: 199, exploration: 0.12, score: 210.0
Scores: (min: 30.0, avg: 191.95, max: 426.0)

Episode: 200, exploration: 0.12, score: 155.0
Scores: (min: 30.0, avg: 191.57, max: 426.0)

Episode: 201, exploration: 0.12, score: 74.0
Scores: (min: 30.0, avg: 189.14, max: 426.0)

Episode: 202, exploration: 0.12, score: 194.0
Scores: (min: 30.0, avg: 189.99, max: 426.0)

Episode: 203, exploration: 0.12, score: 227.0
Scores: (min: 30.0, avg: 189.4, max: 426.0)

Episode: 204, exploration: 0.12, score: 203.0
Scores: (min: 30.0, avg: 189.03, max: 426.0)

Episode: 205, exploration: 0.12, score: 31.0
Scores: (min: 30.0, avg: 187.06, max: 426.0)

Episode: 206, exploration: 0.12, score: 207.0
Scores: (min: 30.0, avg: 186.44, max: 426.0)

Episode: 207, exploration: 0.12, score: 152.0
Scores: (min: 30.0, avg: 183.85, max: 426.0)

Episode: 208, exploration: 0.12, score: 245.0
Scores: (min: 30.0, avg: 184.14, max: 426.0)

Episode: 209, exploration: 0.12, score: 178.0
Scores: (min: 30.0, avg: 183.92, max: 426.0)

Episode: 210, exploration: 0.12, score: 246.0
Scores: (min: 30.0, avg: 184.92, max: 426.0)

Episode: 211, exploration: 0.12, score: 258.0
Scores: (min: 30.0, avg: 184.26, max: 426.0)

Episode: 212, exploration: 0.12, score: 170.0
Scores: (min: 30.0, avg: 184.3, max: 426.0)

Episode: 213, exploration: 0.12, score: 179.0
Scores: (min: 30.0, avg: 184.3, max: 426.0)

Episode: 214, exploration: 0.12, score: 225.0
Scores: (min: 30.0, avg: 184.9, max: 426.0)

Episode: 215, exploration: 0.12, score: 158.0
Scores: (min: 30.0, avg: 184.89, max: 426.0)

Episode: 216, exploration: 0.12, score: 202.0
Scores: (min: 30.0, avg: 184.9, max: 426.0)

Episode: 217, exploration: 0.12, score: 308.0
Scores: (min: 30.0, avg: 185.73, max: 426.0)

Episode: 218, exploration: 0.12, score: 183.0
Scores: (min: 30.0, avg: 186.04, max: 426.0)

Episode: 219, exploration: 0.12, score: 183.0
Scores: (min: 30.0, avg: 185.71, max: 426.0)

Episode: 220, exploration: 0.12, score: 204.0
Scores: (min: 30.0, avg: 185.73, max: 426.0)

Episode: 221, exploration: 0.12, score: 204.0
Scores: (min: 30.0, avg: 185.47, max: 426.0)

Episode: 222, exploration: 0.12, score: 183.0
Scores: (min: 30.0, avg: 185.53, max: 426.0)

Episode: 223, exploration: 0.12, score: 56.0
Scores: (min: 30.0, avg: 184.42, max: 426.0)

Episode: 224, exploration: 0.12, score: 255.0
Scores: (min: 30.0, avg: 184.33, max: 426.0)

Episode: 225, exploration: 0.12, score: 235.0
Scores: (min: 30.0, avg: 184.88, max: 426.0)

Episode: 226, exploration: 0.12, score: 208.0
Scores: (min: 30.0, avg: 182.7, max: 308.0)

Episode: 227, exploration: 0.12, score: 61.0
Scores: (min: 30.0, avg: 182.18, max: 308.0)

Episode: 228, exploration: 0.12, score: 200.0
Scores: (min: 30.0, avg: 182.68, max: 308.0)

Episode: 229, exploration: 0.12, score: 171.0
Scores: (min: 30.0, avg: 182.88, max: 308.0)

Episode: 230, exploration: 0.12, score: 225.0
Scores: (min: 30.0, avg: 183.17, max: 308.0)

Episode: 231, exploration: 0.12, score: 194.0
Scores: (min: 30.0, avg: 183.49, max: 308.0)

Episode: 232, exploration: 0.12, score: 205.0
Scores: (min: 30.0, avg: 183.98, max: 308.0)

Episode: 233, exploration: 0.12, score: 209.0
Scores: (min: 30.0, avg: 184.35, max: 308.0)

Episode: 234, exploration: 0.12, score: 222.0
Scores: (min: 31.0, avg: 186.27, max: 308.0)

Episode: 235, exploration: 0.12, score: 147.0
Scores: (min: 31.0, avg: 185.55, max: 308.0)

Episode: 236, exploration: 0.12, score: 339.0
Scores: (min: 31.0, avg: 186.48, max: 339.0)

Episode: 237, exploration: 0.12, score: 147.0
Scores: (min: 31.0, avg: 186.25, max: 339.0)

Episode: 238, exploration: 0.12, score: 159.0
Scores: (min: 31.0, avg: 186.19, max: 339.0)

Episode: 239, exploration: 0.12, score: 310.0
Scores: (min: 31.0, avg: 187.72, max: 339.0)

Episode: 240, exploration: 0.12, score: 170.0
Scores: (min: 31.0, avg: 187.79, max: 339.0)

Episode: 241, exploration: 0.12, score: 287.0
Scores: (min: 31.0, avg: 188.83, max: 339.0)

Episode: 242, exploration: 0.12, score: 289.0
Scores: (min: 31.0, avg: 191.32, max: 339.0)

Episode: 243, exploration: 0.12, score: 214.0
Scores: (min: 31.0, avg: 191.64, max: 339.0)

Episode: 244, exploration: 0.12, score: 36.0
Scores: (min: 31.0, avg: 189.16, max: 339.0)

Episode: 245, exploration: 0.12, score: 141.0
Scores: (min: 31.0, avg: 188.75, max: 339.0)

Episode: 246, exploration: 0.12, score: 108.0
Scores: (min: 31.0, avg: 187.49, max: 339.0)

Episode: 247, exploration: 0.12, score: 178.0
Scores: (min: 31.0, avg: 187.71, max: 339.0)

Episode: 248, exploration: 0.12, score: 135.0
Scores: (min: 31.0, avg: 187.31, max: 339.0)

Episode: 249, exploration: 0.12, score: 205.0
Scores: (min: 31.0, avg: 187.92, max: 339.0)

Episode: 250, exploration: 0.12, score: 37.0
Scores: (min: 31.0, avg: 186.27, max: 339.0)

Episode: 251, exploration: 0.12, score: 124.0
Scores: (min: 31.0, avg: 185.47, max: 339.0)

Episode: 252, exploration: 0.12, score: 176.0
Scores: (min: 31.0, avg: 185.26, max: 339.0)

Episode: 253, exploration: 0.12, score: 103.0
