Results of experiments stored in: ./experiments/CartPole-v1_18

Episode: 1 (913), exploration: 0.9995000625, score: 28.0
Scores: (min: 10.0, avg: 25.872340425531913, max: 95.0)

Episode: 48 (960), exploration: 0.9268074003795289, score: 23.0
Scores: (min: 10.0, avg: 25.8125, max: 95.0)

Episode: 49 (961), exploration: 0.9258809404740027, score: 15.0
Scores: (min: 10.0, avg: 25.591836734693878, max: 95.0)

Episode: 50 (962), exploration: 0.9224149564633968, score: 61.0
Scores: (min: 10.0, avg: 26.3, max: 95.0)

Episode: 51 (963), exploration: 0.9217233181844409, score: 10.0
Scores: (min: 10.0, avg: 25.980392156862745, max: 95.0)

Episode: 52 (964), exploration: 0.920571739969783, score: 22.0
Scores: (min: 10.0, avg: 25.903846153846153, max: 95.0)

Episode: 53 (965), exploration: 0.91919174510821, score: 24.0
Scores: (min: 10.0, avg: 25.867924528301888, max: 95.0)

Episode: 54 (966), exploration: 0.9180433297780599, score: 19.0
Scores: (min: 10.0, avg: 25.74074074074074, max: 95.0)

Episode: 55 (967), exploration: 0.9152929835634619, score: 46.0
Scores: (min: 10.0, avg: 26.10909090909091, max: 95.0)

Episode: 56 (968), exploration: 0.9143780337575652, score: 17.0
Scores: (min: 10.0, avg: 25.946428571428573, max: 95.0)

Episode: 57 (969), exploration: 0.9139209018893136, score: 10.0
Scores: (min: 10.0, avg: 25.666666666666668, max: 95.0)

Episode: 58 (970), exploration: 0.9125508770517786, score: 22.0
Scores: (min: 10.0, avg: 25.603448275862068, max: 95.0)

Episode: 59 (971), exploration: 0.9114107586571939, score: 19.0
Scores: (min: 10.0, avg: 25.491525423728813, max: 95.0)

Episode: 60 (972), exploration: 0.910044496682032, score: 26.0
Scores: (min: 10.0, avg: 25.5, max: 95.0)

Episode: 61 (973), exploration: 0.909134793395162, score: 14.0
Scores: (min: 10.0, avg: 25.311475409836067, max: 95.0)

Episode: 62 (974), exploration: 0.9084531127486842, score: 14.0
Scores: (min: 10.0, avg: 25.129032258064516, max: 95.0)

Episode: 63 (975), exploration: 0.9075450002490781, score: 17.0
Scores: (min: 10.0, avg: 25.0, max: 95.0)

Episode: 64 (976), exploration: 0.9066377955214862, score: 16.0
Model Saved
Scores: (min: 10.0, avg: 24.859375, max: 95.0)

Episode: 65 (977), exploration: 0.9057314976584768, score: 16.0
Scores: (min: 10.0, avg: 24.723076923076924, max: 95.0)

Episode: 66 (978), exploration: 0.9014389393503428, score: 76.0
Scores: (min: 10.0, avg: 25.5, max: 95.0)

Episode: 67 (979), exploration: 0.9007630291515462, score: 10.0
Scores: (min: 10.0, avg: 25.26865671641791, max: 95.0)

Episode: 68 (980), exploration: 0.8989630786406229, score: 31.0
Scores: (min: 10.0, avg: 25.352941176470587, max: 95.0)

Episode: 69 (981), exploration: 0.8971667248823825, score: 33.0
Scores: (min: 10.0, avg: 25.463768115942027, max: 95.0)

Episode: 70 (982), exploration: 0.8962698945389524, score: 15.0
Scores: (min: 10.0, avg: 25.314285714285713, max: 95.0)

Episode: 71 (983), exploration: 0.8953739606896107, score: 16.0
Scores: (min: 10.0, avg: 25.183098591549296, max: 95.0)

Episode: 72 (984), exploration: 0.8949263296701385, score: 10.0
Scores: (min: 10.0, avg: 24.97222222222222, max: 95.0)

Episode: 73 (985), exploration: 0.8944789224381992, score: 9.0
Scores: (min: 9.0, avg: 24.753424657534246, max: 95.0)

Episode: 74 (986), exploration: 0.8931380423490596, score: 23.0
Scores: (min: 9.0, avg: 24.72972972972973, max: 95.0)

Episode: 75 (987), exploration: 0.8922452391776589, score: 14.0
Scores: (min: 9.0, avg: 24.586666666666666, max: 95.0)

Episode: 76 (988), exploration: 0.8915762225303167, score: 13.0
Scores: (min: 9.0, avg: 24.43421052631579, max: 95.0)

Episode: 77 (989), exploration: 0.8900171338472219, score: 29.0
Scores: (min: 9.0, avg: 24.493506493506494, max: 95.0)

Episode: 78 (990), exploration: 0.8891274504141773, score: 14.0
Scores: (min: 9.0, avg: 24.358974358974358, max: 95.0)

Episode: 79 (991), exploration: 0.8866854040100134, score: 47.0
Scores: (min: 9.0, avg: 24.645569620253166, max: 95.0)

Episode: 80 (992), exploration: 0.8855776012948512, score: 18.0
Scores: (min: 9.0, avg: 24.5625, max: 95.0)

Episode: 81 (993), exploration: 0.8849135841258432, score: 12.0
Scores: (min: 9.0, avg: 24.40740740740741, max: 95.0)

Episode: 82 (994), exploration: 0.8842500648452192, score: 12.0
Scores: (min: 9.0, avg: 24.25609756097561, max: 95.0)

Episode: 83 (995), exploration: 0.8833661463188862, score: 18.0
Scores: (min: 9.0, avg: 24.180722891566266, max: 95.0)

Episode: 84 (996), exploration: 0.8824831113796653, score: 15.0
Scores: (min: 9.0, avg: 24.071428571428573, max: 95.0)

Episode: 85 (997), exploration: 0.8813805589045147, score: 18.0
Scores: (min: 9.0, avg: 24.0, max: 95.0)

Episode: 86 (998), exploration: 0.8809399237113474, score: 11.0
Scores: (min: 9.0, avg: 23.848837209302324, max: 95.0)

Episode: 87 (999), exploration: 0.879399434596859, score: 26.0
Scores: (min: 9.0, avg: 23.873563218390803, max: 95.0)

Episode: 88 (1000), exploration: 0.8783007347908707, score: 19.0
Scores: (min: 9.0, avg: 23.818181818181817, max: 95.0)

Episode: 89 (1001), exploration: 0.8769841068212059, score: 26.0
Scores: (min: 9.0, avg: 23.84269662921348, max: 95.0)

Episode: 90 (1002), exploration: 0.8761074515286167, score: 15.0
Scores: (min: 9.0, avg: 23.744444444444444, max: 95.0)

Episode: 91 (1003), exploration: 0.8745754129004705, score: 30.0
Scores: (min: 9.0, avg: 23.813186813186814, max: 95.0)

Episode: 92 (1004), exploration: 0.8728277918166278, score: 31.0
Scores: (min: 9.0, avg: 23.891304347826086, max: 95.0)

Episode: 93 (1005), exploration: 0.8723914324724565, score: 9.0
Scores: (min: 9.0, avg: 23.731182795698924, max: 95.0)

Episode: 94 (1006), exploration: 0.8717373024578647, score: 10.0
Scores: (min: 9.0, avg: 23.585106382978722, max: 95.0)

Episode: 95 (1007), exploration: 0.8710836629181448, score: 12.0
Scores: (min: 9.0, avg: 23.46315789473684, max: 95.0)

Episode: 96 (1008), exploration: 0.8704305134855324, score: 14.0
Scores: (min: 9.0, avg: 23.364583333333332, max: 95.0)

Episode: 97 (1009), exploration: 0.8695604093290911, score: 15.0
Scores: (min: 9.0, avg: 23.278350515463917, max: 95.0)

Episode: 98 (1010), exploration: 0.8689084020510842, score: 11.0
Scores: (min: 9.0, avg: 23.153061224489797, max: 95.0)

Episode: 99 (1011), exploration: 0.8680398194353806, score: 15.0
Scores: (min: 9.0, avg: 23.07070707070707, max: 95.0)

Episode: 100 (1012), exploration: 0.8676058537781516, score: 11.0
Scores: (min: 9.0, avg: 22.95, max: 95.0)

Episode: 101 (1013), exploration: 0.8665218885790411, score: 20.0
Scores: (min: 9.0, avg: 22.87, max: 95.0)

Episode: 102 (1014), exploration: 0.8658721596219217, score: 11.0
Scores: (min: 9.0, avg: 22.82, max: 95.0)

Episode: 103 (1015), exploration: 0.8650066121102461, score: 16.0
Scores: (min: 9.0, avg: 22.86, max: 95.0)

Episode: 104 (1016), exploration: 0.862630815158192, score: 42.0
Scores: (min: 9.0, avg: 23.09, max: 95.0)

Episode: 105 (1017), exploration: 0.860046478101204, score: 48.0
Scores: (min: 9.0, avg: 23.21, max: 95.0)

Episode: 106 (1018), exploration: 0.8587572144089115, score: 27.0
Scores: (min: 9.0, avg: 23.15, max: 95.0)

Episode: 107 (1019), exploration: 0.8572555159330245, score: 25.0
Scores: (min: 9.0, avg: 23.24, max: 95.0)

Episode: 108 (1020), exploration: 0.8561844821888763, score: 23.0
Scores: (min: 9.0, avg: 23.33, max: 95.0)

Episode: 109 (1021), exploration: 0.8551147865676797, score: 19.0
Scores: (min: 9.0, avg: 23.11, max: 95.0)

Episode: 110 (1022), exploration: 0.8542599923957157, score: 14.0
Scores: (min: 9.0, avg: 22.81, max: 95.0)

Episode: 111 (1023), exploration: 0.8527661581582067, score: 31.0
Scores: (min: 9.0, avg: 22.59, max: 95.0)

Episode: 112 (1024), exploration: 0.8521267434199181, score: 12.0
Scores: (min: 9.0, avg: 22.32, max: 95.0)

Episode: 113 (1025), exploration: 0.8508493519073708, score: 23.0
Scores: (min: 9.0, avg: 22.4, max: 95.0)

Episode: 114 (1026), exploration: 0.8485124387917734, score: 43.0
Scores: (min: 9.0, avg: 22.66, max: 95.0)

Episode: 115 (1027), exploration: 0.8474523284309945, score: 19.0
Scores: (min: 9.0, avg: 22.43, max: 95.0)

Episode: 116 (1028), exploration: 0.8461819441601267, score: 25.0
Scores: (min: 9.0, avg: 22.53, max: 95.0)

Episode: 117 (1029), exploration: 0.8455474663478997, score: 14.0
Scores: (min: 9.0, avg: 22.44, max: 95.0)

Episode: 118 (1030), exploration: 0.8444910603500311, score: 17.0
Scores: (min: 9.0, avg: 22.22, max: 95.0)

Episode: 119 (1031), exploration: 0.8440688676005473, score: 11.0
Scores: (min: 9.0, avg: 22.23, max: 95.0)

Episode: 120 (1032), exploration: 0.8432251152060212, score: 15.0
Scores: (min: 9.0, avg: 22.11, max: 95.0)

Episode: 121 (1033), exploration: 0.8419610677932994, score: 22.0
Scores: (min: 9.0, avg: 22.15, max: 95.0)

Episode: 122 (1034), exploration: 0.8411194224082873, score: 16.0
Scores: (min: 9.0, avg: 22.2, max: 95.0)

Episode: 123 (1035), exploration: 0.8404887405382303, score: 12.0
Scores: (min: 9.0, avg: 22.15, max: 95.0)

Episode: 124 (1036), exploration: 0.8396485669284426, score: 18.0
Scores: (min: 9.0, avg: 22.22, max: 95.0)

Episode: 125 (1037), exploration: 0.8385995308689578, score: 20.0
Scores: (min: 9.0, avg: 22.3, max: 95.0)

Episode: 126 (1038), exploration: 0.8377612457605038, score: 16.0
Scores: (min: 9.0, avg: 22.31, max: 95.0)

Episode: 127 (1039), exploration: 0.836296262684022, score: 29.0
Scores: (min: 9.0, avg: 22.39, max: 95.0)

Episode: 128 (1040), exploration: 0.8348338414059348, score: 26.0
Model Saved
Scores: (min: 9.0, avg: 22.43, max: 95.0)

Episode: 129 (1041), exploration: 0.8339993205750456, score: 17.0
Scores: (min: 9.0, avg: 21.98, max: 95.0)

Episode: 130 (1042), exploration: 0.8321246975080095, score: 34.0
Scores: (min: 9.0, avg: 21.37, max: 76.0)

Episode: 131 (1043), exploration: 0.8308772903186614, score: 26.0
Scores: (min: 9.0, avg: 21.48, max: 76.0)

Episode: 132 (1044), exploration: 0.8300467245554001, score: 15.0
Scores: (min: 9.0, avg: 21.5, max: 76.0)

Episode: 133 (1045), exploration: 0.8292169890464917, score: 15.0
Scores: (min: 9.0, avg: 21.35, max: 76.0)

Episode: 134 (1046), exploration: 0.8279739406947675, score: 24.0
Scores: (min: 9.0, avg: 21.41, max: 76.0)

Episode: 135 (1047), exploration: 0.824668247497655, score: 66.0
Scores: (min: 9.0, avg: 21.78, max: 76.0)

Episode: 136 (1048), exploration: 0.8230203534507337, score: 32.0
Scores: (min: 9.0, avg: 21.93, max: 76.0)

Episode: 137 (1049), exploration: 0.8224032424891022, score: 10.0
Scores: (min: 9.0, avg: 21.9, max: 76.0)

Episode: 138 (1050), exploration: 0.8215811475964321, score: 19.0
Scores: (min: 9.0, avg: 21.84, max: 76.0)

Episode: 139 (1051), exploration: 0.8209651157693628, score: 10.0
Scores: (min: 9.0, avg: 21.7, max: 76.0)

Episode: 140 (1052), exploration: 0.8205546845217979, score: 10.0
Scores: (min: 9.0, avg: 21.69, max: 76.0)

Episode: 141 (1053), exploration: 0.819529503884628, score: 19.0
Scores: (min: 9.0, avg: 21.7, max: 76.0)

Episode: 142 (1054), exploration: 0.8189150104056914, score: 10.0
Scores: (min: 9.0, avg: 21.65, max: 76.0)

Episode: 143 (1055), exploration: 0.8178918783366264, score: 20.0
Scores: (min: 9.0, avg: 21.59, max: 76.0)

Episode: 144 (1056), exploration: 0.8164616405854549, score: 29.0
Scores: (min: 9.0, avg: 21.59, max: 76.0)

Episode: 145 (1057), exploration: 0.8158494474288163, score: 11.0
Scores: (min: 9.0, avg: 21.31, max: 76.0)

Episode: 146 (1058), exploration: 0.8152377133022685, score: 12.0
Scores: (min: 9.0, avg: 21.18, max: 76.0)

Episode: 147 (1059), exploration: 0.814626437861625, score: 14.0
Scores: (min: 9.0, avg: 20.86, max: 76.0)

Episode: 148 (1060), exploration: 0.8138121168577667, score: 17.0
Scores: (min: 9.0, avg: 20.8, max: 76.0)

Episode: 149 (1061), exploration: 0.8129986098695927, score: 15.0
Scores: (min: 9.0, avg: 20.8, max: 76.0)

Episode: 150 (1062), exploration: 0.8119828696043718, score: 19.0
Scores: (min: 9.0, avg: 20.38, max: 76.0)

Episode: 151 (1063), exploration: 0.811576928918499, score: 10.0
Scores: (min: 9.0, avg: 20.38, max: 76.0)

Episode: 152 (1064), exploration: 0.8087410208983958, score: 56.0
Scores: (min: 9.0, avg: 20.72, max: 76.0)

Episode: 153 (1065), exploration: 0.8079325831048373, score: 14.0
Scores: (min: 9.0, avg: 20.62, max: 76.0)

Episode: 154 (1066), exploration: 0.8073267851422441, score: 13.0
Scores: (min: 9.0, avg: 20.56, max: 76.0)

Episode: 155 (1067), exploration: 0.8055121153017217, score: 34.0
Scores: (min: 9.0, avg: 20.44, max: 76.0)

Episode: 156 (1068), exploration: 0.8051094095885781, score: 11.0
Scores: (min: 9.0, avg: 20.38, max: 76.0)

Episode: 157 (1069), exploration: 0.804304602044702, score: 13.0
Scores: (min: 9.0, avg: 20.41, max: 76.0)

Episode: 158 (1070), exploration: 0.8028981242011699, score: 28.0
Scores: (min: 9.0, avg: 20.47, max: 76.0)

Episode: 159 (1071), exploration: 0.8020955271135873, score: 18.0
Scores: (min: 9.0, avg: 20.46, max: 76.0)

Episode: 160 (1072), exploration: 0.8014941058486308, score: 13.0
Scores: (min: 9.0, avg: 20.33, max: 76.0)

Episode: 161 (1073), exploration: 0.8004927390249184, score: 20.0
Scores: (min: 9.0, avg: 20.39, max: 76.0)

Episode: 162 (1074), exploration: 0.7980945600902457, score: 45.0
Scores: (min: 9.0, avg: 20.7, max: 76.0)

Episode: 163 (1075), exploration: 0.7974961388004379, score: 15.0
Scores: (min: 9.0, avg: 20.68, max: 76.0)

Episode: 164 (1076), exploration: 0.7968981662144028, score: 12.0
Scores: (min: 9.0, avg: 20.64, max: 76.0)

Episode: 165 (1077), exploration: 0.7959025414434889, score: 17.0
Scores: (min: 9.0, avg: 20.65, max: 76.0)

Episode: 166 (1078), exploration: 0.7949081605814289, score: 22.0
Scores: (min: 9.0, avg: 20.11, max: 66.0)

Episode: 167 (1079), exploration: 0.7937165433185953, score: 23.0
Scores: (min: 9.0, avg: 20.24, max: 66.0)

Episode: 168 (1080), exploration: 0.7915365491798094, score: 43.0
Scores: (min: 9.0, avg: 20.36, max: 66.0)

Episode: 169 (1081), exploration: 0.7901523986777024, score: 31.0
Scores: (min: 9.0, avg: 20.34, max: 66.0)

Episode: 170 (1082), exploration: 0.7891652019011587, score: 17.0
Scores: (min: 9.0, avg: 20.36, max: 66.0)

Episode: 171 (1083), exploration: 0.7885734759558775, score: 15.0
Scores: (min: 9.0, avg: 20.35, max: 66.0)

Episode: 172 (1084), exploration: 0.787588251846156, score: 19.0
Scores: (min: 9.0, avg: 20.44, max: 66.0)

Episode: 173 (1085), exploration: 0.7869977083177626, score: 13.0
Scores: (min: 9.0, avg: 20.48, max: 66.0)

Episode: 174 (1086), exploration: 0.7864076075862979, score: 10.0
Scores: (min: 9.0, avg: 20.35, max: 66.0)

Episode: 175 (1087), exploration: 0.7858179493197471, score: 14.0
Scores: (min: 9.0, avg: 20.35, max: 66.0)

Episode: 176 (1088), exploration: 0.7840516259931644, score: 35.0
Scores: (min: 9.0, avg: 20.57, max: 66.0)

Episode: 177 (1089), exploration: 0.7832678683375308, score: 17.0
Scores: (min: 9.0, avg: 20.45, max: 66.0)

Episode: 178 (1090), exploration: 0.7824848941456928, score: 13.0
Scores: (min: 9.0, avg: 20.44, max: 66.0)

Episode: 179 (1091), exploration: 0.7818981771787749, score: 13.0
Scores: (min: 9.0, avg: 20.1, max: 66.0)

Episode: 180 (1092), exploration: 0.781311900139582, score: 13.0
Scores: (min: 9.0, avg: 20.05, max: 66.0)

Episode: 181 (1093), exploration: 0.7807260626982507, score: 10.0
Scores: (min: 9.0, avg: 20.03, max: 66.0)

Episode: 182 (1094), exploration: 0.7789711846665023, score: 39.0
Scores: (min: 9.0, avg: 20.3, max: 66.0)

Episode: 183 (1095), exploration: 0.7781925055473474, score: 16.0
Scores: (min: 9.0, avg: 20.28, max: 66.0)

Episode: 184 (1096), exploration: 0.7772202511641518, score: 19.0
Scores: (min: 9.0, avg: 20.32, max: 66.0)

Episode: 185 (1097), exploration: 0.7766374816924319, score: 11.0
Scores: (min: 9.0, avg: 20.25, max: 66.0)

Episode: 186 (1098), exploration: 0.7741171925162244, score: 52.0
Scores: (min: 9.0, avg: 20.66, max: 66.0)

Episode: 187 (1099), exploration: 0.7729567422204519, score: 26.0
Scores: (min: 9.0, avg: 20.66, max: 66.0)

Episode: 188 (1100), exploration: 0.771412180734184, score: 32.0
Scores: (min: 9.0, avg: 20.79, max: 66.0)

Episode: 189 (1101), exploration: 0.7706410577848074, score: 15.0
Scores: (min: 9.0, avg: 20.68, max: 66.0)

Episode: 190 (1102), exploration: 0.7692934469787335, score: 28.0
Scores: (min: 9.0, avg: 20.81, max: 66.0)

Episode: 191 (1103), exploration: 0.7683323108582273, score: 18.0
Scores: (min: 9.0, avg: 20.69, max: 66.0)

Episode: 192 (1104), exploration: 0.7671805324634227, score: 25.0
Model Saved
Scores: (min: 9.0, avg: 20.63, max: 66.0)

Episode: 193 (1105), exploration: 0.7662220361658193, score: 19.0
Scores: (min: 10.0, avg: 20.73, max: 66.0)

Episode: 194 (1106), exploration: 0.7654561014150312, score: 16.0
Scores: (min: 10.0, avg: 20.79, max: 66.0)

Episode: 195 (1107), exploration: 0.7644997595787383, score: 20.0
Scores: (min: 10.0, avg: 20.87, max: 66.0)

Episode: 196 (1108), exploration: 0.7639265280908139, score: 12.0
Scores: (min: 10.0, avg: 20.85, max: 66.0)

Episode: 197 (1109), exploration: 0.7633537264190334, score: 15.0
Scores: (min: 10.0, avg: 20.85, max: 66.0)

Episode: 198 (1110), exploration: 0.7624000112378296, score: 19.0
Scores: (min: 10.0, avg: 20.93, max: 66.0)

Episode: 199 (1111), exploration: 0.7614474876046794, score: 18.0
Scores: (min: 10.0, avg: 20.96, max: 66.0)

Episode: 200 (1112), exploration: 0.7608765447484823, score: 12.0
Scores: (min: 10.0, avg: 20.97, max: 66.0)

Episode: 201 (1113), exploration: 0.7591662834967481, score: 37.0
Scores: (min: 10.0, avg: 21.14, max: 66.0)

Episode: 202 (1114), exploration: 0.7584074018531628, score: 16.0
Scores: (min: 10.0, avg: 21.19, max: 66.0)

Episode: 203 (1115), exploration: 0.7574598664869863, score: 19.0
Scores: (min: 10.0, avg: 21.22, max: 66.0)

Episode: 204 (1116), exploration: 0.756702690620611, score: 17.0
Scores: (min: 10.0, avg: 20.97, max: 66.0)

Episode: 205 (1117), exploration: 0.7559462716462085, score: 16.0
Scores: (min: 10.0, avg: 20.65, max: 66.0)

Episode: 206 (1118), exploration: 0.7550018111549688, score: 22.0
Scores: (min: 10.0, avg: 20.6, max: 66.0)

Episode: 207 (1119), exploration: 0.7542470924223084, score: 15.0
Scores: (min: 10.0, avg: 20.5, max: 66.0)

Episode: 208 (1120), exploration: 0.7529281495475025, score: 28.0
Scores: (min: 10.0, avg: 20.55, max: 66.0)

Episode: 209 (1121), exploration: 0.7508601833865886, score: 42.0
Scores: (min: 10.0, avg: 20.78, max: 66.0)

Episode: 210 (1122), exploration: 0.750109604728845, score: 16.0
Scores: (min: 10.0, avg: 20.8, max: 66.0)

Episode: 211 (1123), exploration: 0.7493597763683391, score: 18.0
Scores: (min: 10.0, avg: 20.67, max: 66.0)

Episode: 212 (1124), exploration: 0.7484235448806662, score: 19.0
Scores: (min: 10.0, avg: 20.74, max: 66.0)

Episode: 213 (1125), exploration: 0.7473016109765801, score: 24.0
Scores: (min: 10.0, avg: 20.75, max: 66.0)

Episode: 214 (1126), exploration: 0.746367950909615, score: 21.0
Scores: (min: 10.0, avg: 20.53, max: 66.0)

Episode: 215 (1127), exploration: 0.745621862800042, score: 16.0
Scores: (min: 10.0, avg: 20.5, max: 66.0)

Episode: 216 (1128), exploration: 0.744876520498842, score: 14.0
Scores: (min: 10.0, avg: 20.39, max: 66.0)

Episode: 217 (1129), exploration: 0.7439458902796714, score: 20.0
Scores: (min: 10.0, avg: 20.45, max: 66.0)

Episode: 218 (1130), exploration: 0.743388070340192, score: 12.0
Scores: (min: 10.0, avg: 20.4, max: 66.0)

Episode: 219 (1131), exploration: 0.7426449609939194, score: 18.0
Scores: (min: 10.0, avg: 20.47, max: 66.0)

Episode: 220 (1132), exploration: 0.7420881165075004, score: 13.0
Scores: (min: 10.0, avg: 20.45, max: 66.0)

Episode: 221 (1133), exploration: 0.7415316895500466, score: 11.0
Scores: (min: 10.0, avg: 20.34, max: 66.0)

Episode: 222 (1134), exploration: 0.7409756798084896, score: 10.0
Scores: (min: 10.0, avg: 20.28, max: 66.0)

Episode: 223 (1135), exploration: 0.7404200869699955, score: 14.0
Scores: (min: 10.0, avg: 20.3, max: 66.0)

Episode: 224 (1136), exploration: 0.7396799444942848, score: 16.0
Scores: (min: 10.0, avg: 20.28, max: 66.0)

Episode: 225 (1137), exploration: 0.7389405418835426, score: 15.0
